id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
7957,Women,"CompositionViridian blue round neck t-shirt made cotton-polyester blend fabric, short sleeves leaping cat logo printed chest back neckFittingSlimWash careGentle machine wash cool waterDo not bleachTumble dry at low temperatureWarm ironDo not dry cleanPerk up your training session this sweat absorbent t-shirt puma. Feel at peace your inner self flat seams ensuring absolute comfort. Pair it tracks sneakers ideal comfy session at gym or at home.Model statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-26""",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
8012,Men,"Green round neck t-shirt that short sleeves, graphic print front embroidered detailing brand badge left hem",Fall,Apparel,Topwear,Green,long sleeve,collar
8014,Men,"Red round neck t-shirt that short sleeves, ribbed neck, graphic print front embroidered detailing brand badge left hem",Fall,Apparel,Topwear,Red,long sleeve,collar
8270,Men,"Charcoal grey round necked T-shirt, short sleeves, ribbed neckline that blue tape detailing inseam slightly distressed look graphic flock detailing chest",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
8315,Men,"Blue round neck T-shirt, short sleeves, print frontPlease note that thread colour brand logo may vary image shown",Spring,Apparel,Topwear,Blue,short sleeve,v-neck
8316,Women,"Yellow round neck T-shirt, short sleeves, print frontPlease note that thread colour brand logo may vary image shown",Spring,Apparel,Topwear,Orange/Yellow,three quarter,round neck
8317,Men,"Blue T-shirt, crew neck, short sleeves, print front branding above hemline left, branding at backPlease note that thread colour brand logo may vary image shown",Summer,Apparel,Topwear,Blue,short sleeve,round neck
8318,Men,Grey round neck t-shirt short sleeves print chestPlease note that thread colour brand logo may vary image shown,Spring,Apparel,Topwear,Black/Gray,three quarter,collar
8388,Women,"Black track pants elasticated waistband that drawstring inside, purple piping below waistband embroidered brand name over left leg",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
8434,Women,"Red white striped T-shirt, short sleeves that have flap over hem, round neck graphic print right waist",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
8440,Women,"Rose pink ultra pink striped T-shirt, short sleeves graphic print front",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
8481,Women,"Peach A-line sleeveless round neck dress, crochet detailing top buttons at back loops belt at waist",Fall,Apparel,Dress,Pink/Purple,long sleeve,turtle neck
8764,Women,"CompositionBluish-grey short sleeved sheer blouse pin tuck lace bib bust, stitched buttons bib, tie-up necklineFittingRegularWash careHandle garment delicatelyCold hand wash separately delicate detergentDo not soak, bleach or tumble dryDrip dry shadeCool iron reverse sideDo not iron lace trim/embellishmentsDry cleanableTake feminine dressing next level this bluish-grey blouse S Oliver. soft billowy fabric,and lace bib give it dreamy feel. Team this top slim Fit pants pumps perfect look. Model statisticsThe model wears size MHeight-5.9"", Chest-33""",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
8787,Men,"CompositionWhite shirt green stripes dark green accents, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,White,long sleeve,collar
8788,Men,"CompositionWhite shirt red stripes black accents, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,White,long sleeve,turtle neck
8789,Men,"CompositionWhite shirt blue checks, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printChecks that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,White,long sleeve,collar
8790,Men,"CompositionWhite shirt black stripes, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,White,long sleeve,collar
8791,Men,"CompositionWhite shirt light blue stripes, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
8792,Men,"CompositionWhite shirt black checks, made polycot, tipped collar, front buttoned placket, full length sleeves buttoned cuffs, pocket left chest curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printChecks that add immense style your casual look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,White,long sleeve,turtle neck
8834,Men,"CompositionCharcoal coloured full length formal trousers, flat front, two pockets sides, two welt pockets back, brand patch above right hip pocket reinforced stitch detailing along crotch area hemlineFittingSlimWash care Machine wash cold Wash dark colours separately Do not bleach Tumble dry low Warm iron famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, scullers makes it all more easier its classsy range formal trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Brown,short sleeve,polo
8835,Men,"CompositionMoss green full length formal trousers, flat front, two pockets sides, two welt pockets back, brand patch above right hip pocket reinforced stitch detailing along crotch area hemlineFittingSlimWash care Machine wash cold Wash dark colours separately Do not bleach Tumble dry low Warm iron famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, scullers makes it all more easier its classsy range formal trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Green,sleeveless,polo
8840,Men,"Black checked trousers, metal zipper button closure, two insert pockets front change pocket right, waistband low slung belt loops, two pockets at back buttoned closures, knife shaped inner fly comfort, over locked out seam",Winter,Apparel,shirt,Black/Gray,long sleeve,collar
8843,Men,"CompositionBeige length casual trousers flat front, two pockets sides, two flap pockets back, two cargo pockets reinforced stitch detailing along crotch area hemlineFittingSlimWash care Machine wash cold Wash dark colours separately Do not bleach Tumble dry low Warm iron famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his trousers much care, scullers makes it all more easier its classsy range casual trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic casual shirt suede shoes look every bit like casual corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Brown,short sleeve,round neck
8844,Men,"CompositionBrownish grey full length casual trousers flat front, two pockets sides, two welt pockets back, brand embroidery above right hip pocket, two flap pockets hips reinforced stitch detailing along crotch area hemlineFittingSlimWash care Machine wash cold Wash dark colours separately Do not bleach Tumble dry low Warm ironn famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his trousers much care, scullers makes it all more easier its classsy range casual trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic casual shirt suede shoes look every bit like casual corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Brown,sleeveless,round neck
8845,Men,"CompositionBrownish grey full length casual trousers flat front, two pockets sides, two welt pockets back, brand embroidery above right hip pocket, two flap pockets hips reinforced stitch detailing along crotch area hemlineFittingSlimWash care Machine wash cold Wash dark colours separately Do not bleach Tumble dry low Warm iron famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his trousers much care, scullers makes it all more easier its classsy range casual trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic casual shirt suede shoes look every bit like casual corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Black/Gray,short sleeve,round neck
8848,Men,"CompositionLight cornflower blue shirt made blended fabric, that thin white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light cornflower blue adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Blue,long sleeve,collar
8851,Men,"CompositionLight brown shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light brown adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Brown,long sleeve,collar
8852,Men,"CompositionLight grey shirt made blended fabric, that white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light grey adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
8853,Men,"CompositionWhite shirt made blended fabric, that thin dark brick red vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin dark brick red stripes white adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,White,long sleeve,collar
8854,Men,"CompositionLight blue shirt made blended fabric, that white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light blue adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Blue,long sleeve,collar
8855,Men,"CompositionLight brown shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light brown adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,collar
8856,Men,"CompositionLight lavender shirt made blended fabric, that thin white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light lavender adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Pink/Purple,long sleeve,collar
8857,Men,"CompositionOrange shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes orange adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
8858,Men,"CompositionWhite shirt made blended fabric, that link pink white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin light blue pink stripes adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,White,long sleeve,collar
8859,Men,"CompositionWhite shirt made blended fabric, that thin blue grey vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin blue white stripes white adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,White,long sleeve,turtle neck
8860,Men,"CompositionLight brown shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light brown adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
8863,Men,"CompositionCoral red shirt made blended fabric, that thin white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin light white stripes soft coral red adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
8864,Men,"CompositionLight cocoa brown shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light cocoa brown adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Brown,long sleeve,collar
8865,Men,"CompositionLight lavender shirt made blended fabric, that white vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes soft lavender adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
8866,Men,"CompositionLight brown shirt made blended fabric, that blue, white red vertical stripes, long sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin red, white blue stripes soft lavender adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
8867,Men,"CompositionLight grey shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light grey adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Black/Gray,long sleeve,collar
8868,Men,"CompositionLight brown shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light brown adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
8869,Men,"CompositionCobalt blue made blended fabric, that full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this cobalt blue shirt mark taylor. light sheen adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
8871,Men,"CompositionLight blue shirt made blended fabric, that thin white vertical stripes, full sleeves buttoned cuffs, buttoned placket front, patch pocket left chest curved hemlineFittingSlimWash careWash separately mild detergentDo not bleachDrip dryWarm ironLook stylish this striped shirt mark taylor. thin white stripes light blue adds touch discreet styling this simple shirt. Pair it pants leather shoes well groomed look.Model statisticsThe model wears size M t-shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Blue,long sleeve,collar
8885,Men,"CompositionDark brown full length formal trousers, flat front two pockets sides, two welt pockets back, brand patch above right hip pocket, metal zipper button closure, reinforced stitch detailing along crotch area hemlineFittingSlimWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, scullers makes it all more easier its classsy range formal trousers. Designed choicest selected fabrics, it makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Summer,Apparel,shirt,Green,short sleeve,round neck
8887,Men,"CompositionPink shirt made cotton blend fabric, tipped collar, front buttoned placket, full arm sleeves buttoned cuffs pocket left chestFittingRegularWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironStylish hilt, this pink shirt John Millers great addition your wardrobe. cynosure all eyes this stylish shirt, while cotton blend fabric keeps you fresh comfortable all day. full arm sleeves add touch regality your personality. Team it formal trousers black leather shoes that absolutely classic look.Model statisticsThe model wears size 40 shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
8888,Men,"CompositionSolid pink shirt self stripes, made cotton blend fabric, tipped collar, front buttoned placket, full arm sleeves buttoned cuffs pocket left chestFitRegularWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironStylish hilt, this self-striped pink shirt John Millers great addition your wardrobe. cynosure all eyes this stylish shirt, while cotton blend fabric keeps you fresh comfortable all day. full arm sleeves add touch regality your personality. Team it formal trousers black leather shoes that absolutely classic look.Model statisticsThe model wears size 40Height-6', Shoulders-18""",Fall,Apparel,Topwear,Pink/Purple,long sleeve,collar
8889,Men,"CompositionSolid black shirt self stripes, made cotton blend fabric, tipped collar, front buttoned placket, full arm sleeves buttoned cuffs pocket left chestFittingRegularWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironStylish hilt, this self-striped pink shirt John Millers great addition your wardrobe. cynosure all eyes this stylish shirt, while cotton blend fabric keeps you fresh comfortable all day. full arm sleeves add touch regality your personality. Team it formal trousers black leather shoes that absolutely classic look.Model statisticsThe model wears size 40 shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,Black/Gray,long sleeve,collar
8890,Men,"CompositionWhite black check shirt made cotton blend fabric, tipped collar, front buttoned placket, full arm sleeves buttoned cuffs pocket left chestFittingRegularWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironStylish hilt, this checked shirt John Millers great addition your wardrobe. cynosure all eyes this stylish shirt, while cotton blend fabric keeps you fresh comfortable all day. full arm sleeves add touch regality your personality. Team it formal trousers black leather shoes that absolutely classic look.Model statisticsThe model wears size 40 shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,White,long sleeve,collar
8891,Men,"CompositionBlack white check shirt made cotton blend fabric, tipped collar, front buttoned placket, full arm sleeves buttoned cuffs pocket left chestFittingRegularWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironStylish hilt, this checked shirt John Millers great addition your wardrobe. cynosure all eyes this stylish shirt, while cotton blend fabric keeps you fresh comfortable all day. full arm sleeves add touch regality your personality. Team it formal trousers black leather shoes that absolutely classic look.Model statisticsThe model wears size M shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
8895,Men,"CompositionBlack shirt self checks, made cotton blend fabric that shiny edge, tipped collar fabric tape inseam, full arm sleeves buttoned cuffs, front buttoned placket pocket left chestFittingSlimWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironChecks that add immense style your formal look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal trousers black leather footwear that classic look.Model statisticsThe model wears size 40 shirtsHeight-6.2', Shoulders-17.5""",Fall,Apparel,Topwear,Black/Gray,long sleeve,collar
8896,Men,"CompositionPurple shirt self checks, made cotton blend fabric that shiny edge, tipped collar fabric tape inseam, full arm sleeves buttoned cuffs, front buttoned placket pocket left chestFitSlimWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironChecks that add immense style your formal look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal trousers black leather footwear that classic look.Model statisticsThe model wears size 40 shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
8897,Men,"CompositionBlue shirt self checks, made cotton blend fabric that shiny edge, tipped collar fabric tape inseam, full arm sleeves buttoned cuffs, front buttoned placket pocket left chestFitSlimWash carePre-soak garment before washPreferably hand wash inside out zippers buttons fastened, using mild detergentsWash dark colours separatelyDo not attempt remove stains by spot washingFlat dry or drip dry hanger avoid wringingPreferably steam ironChecks that add immense style your formal look what indigo nation brings into your life. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal trousers black leather footwear that classic look.Model statisticsThe model wears size 40 shirtsHeight-6', Shoulders-18""",Fall,Apparel,Topwear,Blue,long sleeve,collar
8898,Men,Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry shade Do not iron print Wash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron print,Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
8900,Men,Wash care Hand wash separately cold water using mild detergent as colour may bleed Flat dry inside out shade Warm iron,Fall,Apparel,Topwear,Blue,long sleeve,collar
8901,Men,"CompositionDark grey full length formal trousers made cotton blend PV fabric stretchability, flat front two pockets sides, two welt pockets back buttoned closure, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
8903,Men,"CompositionOlive full length formal trousers made cotton blend fabric, flat front two pockets sides, two welt pockets back buttoned closures brand badge above right pocket, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics offer comfortable, fresh feel, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Green,long sleeve,collar
8904,Men,"CompositionWhite full length formal trousers made cotton blend fabric, flat front one small pocket front two pockets sides, two welt pockets back buttoned closures, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics offer comfortable, fresh feel, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,White,long sleeve,turtle neck
8905,Men,"CompositionBrown full length formal trousers made cotton blend fabric, flat front two pockets sides, two welt pockets back buttoned closures brand badge above right pocket, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics offer comfortable, fresh feel, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Brown,long sleeve,turtle neck
8939,Men,"CompositionReversible shirt reddish bronze maroon, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printBling that adds immense style your casual look what indigo nation brings into your life. But what makes this shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
